Reactions that produce compound from New SmartTable with CO2	Matches	EC-Number	METANETX	Spontaneous?	In-Pathway	Object ID	Data-Source	Regulated-By	Requirements
RXN-16372	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR120036</a>		PWY-7632	RXN-16372			
RXN-16367	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR143967</a>		PWY-7632	RXN-16367			
RXN-16368	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR120035</a>		PWY-7632	RXN-16368			
RXN-9231	CARBON-DIOXIDE	EC-4.1.1.98	<a href='https://www.metanetx.org/equa_info/~A'>MNXR122723</a>		PWY-5857	RXN-9231			
RXN-9223	CARBON-DIOXIDE	EC-4.1.1.98	<a href='https://www.metanetx.org/equa_info/~A'>MNXR122715</a>		PWY-5855	RXN-9223			
RXN-9238	CARBON-DIOXIDE	EC-4.1.1.98	<a href='https://www.metanetx.org/equa_info/~A'>MNXR122730</a>		PWY-6978 // PWY-5856	RXN-9238			
3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN	CARBON-DIOXIDE	EC-4.1.1.98	<a href='https://www.metanetx.org/equa_info/~A'>MNXR102201</a>		PWY-6708	3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN			
RXN-14670	CARBON-DIOXIDE	EC-1.13.12.23	<a href='https://www.metanetx.org/equa_info/~A'>MNXR110511</a>		PWY-7303	RXN-14670			
RXN-16959	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR120536</a>		PWY-7702	RXN-16959			
RXN-19124	CARBON-DIOXIDE	EC-4.1.1.105			PWY-7936	RXN-19124			
RXN-19063	CARBON-DIOXIDE	EC-1.14.19.55				RXN-19063			
RXN-8124	CARBON-DIOXIDE	EC-2.4.2.54	<a href='https://www.metanetx.org/equa_info/~A'>MNXR114402</a>		PWY-6148	RXN-8124			
4-HYDROXYBENZOATE-DECARBOXYLASE-RXN	CARBON-DIOXIDE	EC-4.1.1.61	<a href='https://www.metanetx.org/equa_info/~A'>MNXR106877</a>			4-HYDROXYBENZOATE-DECARBOXYLASE-RXN			
1.14.13.64-RXN	CARBON-DIOXIDE	EC-1.14.13.64	<a href='https://www.metanetx.org/equa_info/~A'>MNXR114928</a>			1.14.13.64-RXN			
RXN-17211	CARBON-DIOXIDE	EC-2.3.1.261	<a href='https://www.metanetx.org/equa_info/~A'>MNXR120751</a>		PWY-7742	RXN-17211			
RXN-17236	CARBON-DIOXIDE	EC-2.3.1.261	<a href='https://www.metanetx.org/equa_info/~A'>MNXR120767</a>		PWY-7742	RXN-17236			
RXN-16974	CARBON-DIOXIDE	EC-1.14.13	<a href='https://www.metanetx.org/equa_info/~A'>MNXR114496</a>		PWY-7703	RXN-16974			
HYDROXYBENZOYLFORMATE-DECARBOXYLASE-RXN	CARBON-DIOXIDE	EC-4.1.1.7	<a href='https://www.metanetx.org/equa_info/~A'>MNXR107657</a>		4-HYDROXYMANDELATE-DEGRADATION-PWY	HYDROXYBENZOYLFORMATE-DECARBOXYLASE-RXN			
RXN-19534	CARBON-DIOXIDE	EC-1.2.7.7			PWY-8185	RXN-19534			
KETOISOCAPROATE-RXN	CARBON-DIOXIDE	EC-1.2.4.4	<a href='https://www.metanetx.org/equa_info/~A'>MNXR115997</a>		2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN	KETOISOCAPROATE-RXN			
2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN	CARBON-DIOXIDE	EC-1.2.1.25	<a href='https://www.metanetx.org/equa_info/~A'>MNXR102172</a>		PWY-8174 // LEU-DEG2-PWY	2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN			
RXN-13640	CARBON-DIOXIDE	EC-1.13.11	<a href='https://www.metanetx.org/equa_info/~A'>MNXR103504</a>			RXN-13640			
RXN-7692	CARBON-DIOXIDE	EC-4.1.1.72	<a href='https://www.metanetx.org/equa_info/~A'>MNXR137950</a>		PWY-6871 // PWY-5076	RXN-7692			
RXN-10078	CARBON-DIOXIDE	EC-1.14.13.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR110664</a>		PWY-6184	RXN-10078			
RXN-20242	CARBON-DIOXIDE	EC-2.3.1.290				RXN-20242			
RXN-20241	CARBON-DIOXIDE	EC-2.3.1.289				RXN-20241			
RXN-18576	CARBON-DIOXIDE	EC-4.1.1.114				RXN-18576			
RXN-18601	CARBON-DIOXIDE	EC-1.1.1.409				RXN-18601			
RXN-18600	CARBON-DIOXIDE	EC-1.1.1.408				RXN-18600			
RXN-13179	CARBON-DIOXIDE	EC-1.1.1.262	<a href='https://www.metanetx.org/equa_info/~A'>MNXR109874</a>		PYRIDOXSYN-PWY	RXN-13179			
RXN-11389	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR116897</a>		PWY-6493	RXN-11389			
RXN-19088	CARBON-DIOXIDE			T	PWY-7937	RXN-19088			
RXN-11928	CARBON-DIOXIDE	EC-1.1.1.418	<a href='https://www.metanetx.org/equa_info/~A'>MNXR117230</a>		PWY-2541	RXN-11928			
RXN66-313	CARBON-DIOXIDE	EC-1.1.1.170	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123713</a>		PWY66-341 // PWY-6074	RXN66-313			
RXN-20373	CARBON-DIOXIDE	EC-1.1.1.418				RXN-20373			
RXN66-18	CARBON-DIOXIDE	EC-1.1.1.170	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123692</a>		PWY66-3	RXN66-18			
RXN-20441	CARBON-DIOXIDE	EC-1.1.1.418			PWY18C3-1	RXN-20441			
RXN-11959	CARBON-DIOXIDE	EC-1.1.1.418	<a href='https://www.metanetx.org/equa_info/~A'>MNXR117259</a>		PWY-8191	RXN-11959			
RXN66-318	CARBON-DIOXIDE	EC-1.1.1.170	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123718</a>		PWY-8239 // PWY66-341 // PWY-6074	RXN66-318			
RXN66-23	CARBON-DIOXIDE	EC-1.1.1.170	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123703</a>		PWY66-3	RXN66-23			
RXN-11933	CARBON-DIOXIDE	EC-1.1.1.418	<a href='https://www.metanetx.org/equa_info/~A'>MNXR117235</a>		PWY-2541	RXN-11933			
RXN-20412	CARBON-DIOXIDE	EC-4.1.1			PWY-7154	RXN-20412			
RXN-20116	CARBON-DIOXIDE	EC-1.1.1.417			PWY-8026	RXN-20116			
RXN-20125	CARBON-DIOXIDE	EC-1.1.1.417			PWY-8026	RXN-20125			
RXN-20411	CARBON-DIOXIDE	EC-4.4.1			PWY-7154	RXN-20411			
RXN-9931	CARBON-DIOXIDE	EC-2.3.1.233	<a href='https://www.metanetx.org/equa_info/~A'>MNXR114272</a>		PWY-7513	RXN-9931			
RXN-11	CARBON-DIOXIDE	EC-2.3.1.216	<a href='https://www.metanetx.org/equa_info/~A'>MNXR139774</a>		PWY-12	RXN-11			
RXN-22057	CARBON-DIOXIDE	EC-4.1.1			PWY-6309	RXN-22057			
AIRCARBOXY-RXN	CARBON-DIOXIDE	EC-4.1.1.21	<a href='https://www.metanetx.org/equa_info/~A'>MNXR108735</a>		PWY-6124	AIRCARBOXY-RXN			
R62-RXN	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR109088</a>		P164-PWY // PWY-5497	R62-RXN			
RXN-10897	CARBON-DIOXIDE	EC-4.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR112713</a>		PWY-6340	RXN-10897			
RXN-9874	CARBON-DIOXIDE	EC-1.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123045</a>		PWY-6088	RXN-9874			
RXN-11718	CARBON-DIOXIDE	EC-4.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR117116</a>		PWY-6627	RXN-11718			
RXN-9914	CARBON-DIOXIDE	EC-1.14.13.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123076</a>		PWY-6107	RXN-9914			
4.2.1.41-RXN	CARBON-DIOXIDE	EC-4.2.1.41	<a href='https://www.metanetx.org/equa_info/~A'>MNXR107425</a>		PWY-6497 // PWY-6486 // PWY-6499 // PWY-6501	4.2.1.41-RXN			
4.1.1.75-RXN	CARBON-DIOXIDE	EC-4.1.1.75	<a href='https://www.metanetx.org/equa_info/~A'>MNXR102132</a>		PWY-7523	4.1.1.75-RXN			
RXN3DJ-170	CARBON-DIOXIDE	EC-4.1.1.28	<a href='https://www.metanetx.org/equa_info/~A'>MNXR139134</a>		PWY-6030	RXN3DJ-170			
RXN-16489	CARBON-DIOXIDE	EC-1.14.11	<a href='https://www.metanetx.org/equa_info/~A'>MNXR120127</a>		PWY-7648	RXN-16489			
RXN-20893	CARBON-DIOXIDE	EC-4.1.1				RXN-20893			
RXN-11898	CARBON-DIOXIDE	EC-1.14.13.218	<a href='https://www.metanetx.org/equa_info/~A'>MNXR117215</a>		PWY-6666	RXN-11898			
RXN-10079	CARBON-DIOXIDE	EC-1.14.13.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR116308</a>		PWY-6184	RXN-10079			
R128-RXN	CARBON-DIOXIDE	EC-3.5.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR109170</a>		P164-PWY // PWY-5497	R128-RXN			
RXN-1744	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR120914</a>		PWY-804	RXN-1744			
RXN-10725	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR116489</a>		PWY-6310	RXN-10725			
RXN-18628	CARBON-DIOXIDE	EC-2.3.1.281			PWY-7880	RXN-18628			
RXN-8243	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR122198</a>	T	PWY-5311	RXN-8243			
RXN-22598	CARBON-DIOXIDE	EC-4.1.1.M24			PWY-6262	RXN-22598			
RXN-14909	CARBON-DIOXIDE	EC-4.1.1.M24	<a href='https://www.metanetx.org/equa_info/~A'>MNXR119015</a>		PWY-7372	RXN-14909			
RXN-16902	CARBON-DIOXIDE	EC-1.14.11.M1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR120486</a>		PWY-7693	RXN-16902			
RXN-7573	CARBON-DIOXIDE	EC-1.14.13.114	<a href='https://www.metanetx.org/equa_info/~A'>MNXR95097</a>		PWY-722	RXN-7573			
6-METHYLSALICYLATE-DECARBOXYLASE-RXN	CARBON-DIOXIDE	EC-4.1.1.52	<a href='https://www.metanetx.org/equa_info/~A'>MNXR108258</a>		PWY-7490	6-METHYLSALICYLATE-DECARBOXYLASE-RXN			
RXN-10733	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR116494</a>		PWY-6310	RXN-10733			
RXN-20287	CARBON-DIOXIDE	EC-2.3.1			PWY-8036	RXN-20287			
RXN-9602	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR122891</a>		PWY-5984	RXN-9602			
RXN-20272	CARBON-DIOXIDE				PWY-8035	RXN-20272			
RXN-11795	CARBON-DIOXIDE	EC-1.14.19	<a href='https://www.metanetx.org/equa_info/~A'>MNXR117157</a>		PWY-6831	RXN-11795			
RXN-20454	CARBON-DIOXIDE	EC-1.14.11.70			PWY-8045	RXN-20454			
RXN-20448	CARBON-DIOXIDE	EC-1.14.11.70			PWY-8045	RXN-20448			
RXN-16407	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR120061</a>		PWY-6733	RXN-16407			
RXN-14538	CARBON-DIOXIDE	EC-1.14.11.42	<a href='https://www.metanetx.org/equa_info/~A'>MNXR118755</a>			RXN-14538			
RXN-21545	CARBON-DIOXIDE					RXN-21545			
RXN-10734	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR116495</a>		PWY-6312	RXN-10734			
RXN-10735	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR116496</a>		PWY-6312	RXN-10735			
RXN1A0-6297	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123430</a>		PWY1A0-6325	RXN1A0-6297			
RXN-18507	CARBON-DIOXIDE				PWY-7863 // RXN-18512	RXN-18507			
RXN-14656	CARBON-DIOXIDE	EC-1.14.11	<a href='https://www.metanetx.org/equa_info/~A'>MNXR118834</a>		PWY-7298	RXN-14656			
RXN-16867	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR120453</a>		PWY-7689	RXN-16867			
RXN-9502	CARBON-DIOXIDE	EC-1.14.14.117	<a href='https://www.metanetx.org/equa_info/~A'>MNXR113676</a>		PWY-5960	RXN-9502			
RXN-9497	CARBON-DIOXIDE	EC-1.14.14.117	<a href='https://www.metanetx.org/equa_info/~A'>MNXR113675</a>		PWY-5959	RXN-9497			
RXN-13625	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR118208</a>		PWY-7100	RXN-13625			
RXN-16882	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR120468</a>		PWY-7692	RXN-16882			
RXN-21629	CARBON-DIOXIDE	EC-2.3.1.179			PWY-8173	RXN-21629			
RXN-21634	CARBON-DIOXIDE	EC-2.3.1.179			PWY-8173	RXN-21634			
RXN-4122	CARBON-DIOXIDE		<a href='https://www.metanetx.org/equa_info/~A'>MNXR121692</a>	T	PWY-2501	RXN-4122			
RXN-21180	CARBON-DIOXIDE	EC-1.14.18.12				RXN-21180			
RXN-17679	CARBON-DIOXIDE	EC-1.14.20.6	<a href='https://www.metanetx.org/equa_info/~A'>MNXR121091</a>			RXN-17679			
RXN-18348	CARBON-DIOXIDE	EC-1.14.20.4			RXN-18385 // PWY-641 // PWY-5125	RXN-18348			
RXN-18385	CARBON-DIOXIDE	EC-1.14.20.4				RXN-18385			
1.14.11.9-RXN	CARBON-DIOXIDE	EC-1.14.11.9	<a href='https://www.metanetx.org/equa_info/~A'>MNXR114917</a>			1.14.11.9-RXN			
RXN-19852	CARBON-DIOXIDE	EC-4.1.1.M16			PWY-8012	RXN-19852			
RXN-22675	CARBON-DIOXIDE	EC-1.14.11.ay				RXN-22675			
RXN-22673	CARBON-DIOXIDE				RXN-22675	RXN-22673			
RXN-22674	CARBON-DIOXIDE				RXN-22675	RXN-22674			
RXN-20489	CARBON-DIOXIDE	EC-1.14.13			PWY-8049	RXN-20489			
RXN-19849	CARBON-DIOXIDE	EC-2.3.1.M61			PWY-8012	RXN-19849			
RXN0-2141	CARBON-DIOXIDE	EC-2.3.1.179 // EC-2.3.1.41	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123134</a>		PWY-7858	RXN0-2141			
RXN1G-26	CARBON-DIOXIDE	EC-2.3.1.293	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123515</a>		PWYG-321	RXN1G-26			
RXN-16615	CARBON-DIOXIDE	EC-2.3.1.179 // EC-2.3.1.41	<a href='https://www.metanetx.org/equa_info/~A'>MNXR120236</a>		PWY-7664	RXN-16615			
RXN-21617	CARBON-DIOXIDE	EC-2.3.1.179			PWY-8173	RXN-21617			
RXN-8391	CARBON-DIOXIDE	EC-2.3.1.179	<a href='https://www.metanetx.org/equa_info/~A'>MNXR122301</a>		PWY-5367	RXN-8391			
RXN-10654	CARBON-DIOXIDE	EC-2.3.1.179 // EC-2.3.1.41	<a href='https://www.metanetx.org/equa_info/~A'>MNXR116436</a>		PWY-6282	RXN-10654			
RXN1G-306	CARBON-DIOXIDE	EC-2.3.1.293	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123535</a>		PWYG-321	RXN1G-306			
RXN-16621	CARBON-DIOXIDE	EC-2.3.1.179 // EC-2.3.1.41	<a href='https://www.metanetx.org/equa_info/~A'>MNXR120241</a>		PWY-7664	RXN-16621			
RXN-21621	CARBON-DIOXIDE	EC-2.3.1.179			PWY-8173	RXN-21621			
RXN1G-218	CARBON-DIOXIDE	EC-2.3.1.293	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123507</a>		PWYG-321	RXN1G-218			
RXN-16625	CARBON-DIOXIDE	EC-2.3.1.179 // EC-2.3.1.41	<a href='https://www.metanetx.org/equa_info/~A'>MNXR120245</a>		PWY-7664	RXN-16625			
RXN-10658	CARBON-DIOXIDE	EC-2.3.1.179 // EC-2.3.1.41	<a href='https://www.metanetx.org/equa_info/~A'>MNXR116440</a>		PWY-6282	RXN-10658			
RXN-21701	CARBON-DIOXIDE	EC-2.3.1.179			PWY-8175	RXN-21701			
RXN-21669	CARBON-DIOXIDE	EC-2.3.1.179			PWY-8174	RXN-21669			
RXN-17215	CARBON-DIOXIDE	EC-2.3.1.292	<a href='https://www.metanetx.org/equa_info/~A'>MNXR120753</a>		PWY-7742	RXN-17215			
RXN-17246	CARBON-DIOXIDE	EC-2.3.1.292	<a href='https://www.metanetx.org/equa_info/~A'>MNXR120775</a>		PWY-7742	RXN-17246			
RXN-15782	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR119614</a>		PWY-7547	RXN-15782			
4.1.1.64-RXN	CARBON-DIOXIDE	EC-4.1.1.64	<a href='https://www.metanetx.org/equa_info/~A'>MNXR108479</a>			4.1.1.64-RXN			
3-OXOACYL-ACP-SYNTH-RXN	CARBON-DIOXIDE	EC-2.3.1.179 // EC-2.3.1.41	<a href='https://www.metanetx.org/equa_info/~A'>MNXR115237</a>		FASYN-ELONG-PWY	3-OXOACYL-ACP-SYNTH-RXN			
RXN-21236	CARBON-DIOXIDE	EC-1.14.11				RXN-21236			
RXN-14474	CARBON-DIOXIDE	EC-1.2.7.11	<a href='https://www.metanetx.org/equa_info/~A'>MNXR113849</a>			RXN-14474			
PYRUVATE-DECARBOXYLASE-RXN	CARBON-DIOXIDE	EC-4.1.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR106617</a>			PYRUVATE-DECARBOXYLASE-RXN			
RXN-20497	CARBON-DIOXIDE	EC-2.3.1.M81				RXN-20497			
RXN-20308	CARBON-DIOXIDE	EC-2.3.1			PWY-8038	RXN-20308			
RXN-19853	CARBON-DIOXIDE	EC-2.3.1.M63			PWY-8012	RXN-19853			
RXN66-470	CARBON-DIOXIDE	EC-1.14.11	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123741</a>		PWY66-387	RXN66-470			
RXN-15784	CARBON-DIOXIDE	EC-4.2.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR119616</a>		PWY-7547	RXN-15784			
RXN1A0-6114	CARBON-DIOXIDE	EC-2.3.1			PWY1A0-6120	RXN1A0-6114			
RXN-13248	CARBON-DIOXIDE	EC-4.1.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR117971</a>	T	PWY-7007	RXN-13248			
RXN1A0-6097	CARBON-DIOXIDE				PWY1A0-6120	RXN1A0-6097			
RXN-20102	CARBON-DIOXIDE	EC-1.1.1.170				RXN-20102			
RXN-13926	CARBON-DIOXIDE	EC-1.1.1.170	<a href='https://www.metanetx.org/equa_info/~A'>MNXR118416</a>			RXN-13926			
RXN-20374	CARBON-DIOXIDE	EC-1.1.1.418				RXN-20374			
RXN-20109	CARBON-DIOXIDE	EC-1.1.1.417				RXN-20109			
RXN-19083	CARBON-DIOXIDE	EC-2.3.1			PWY-7930	RXN-19083			
RXN-15309	CARBON-DIOXIDE	EC-4.1.1.98	<a href='https://www.metanetx.org/equa_info/~A'>MNXR119270</a>			RXN-15309			
RXN-21680	CARBON-DIOXIDE	EC-2.3.1.179			PWY-8175	RXN-21680			
RXN-21649	CARBON-DIOXIDE	EC-2.3.1.179			PWY-8174	RXN-21649			
RXN-22601	CARBON-DIOXIDE	EC-4.1.1.M24				RXN-22601			
RXN-21685	CARBON-DIOXIDE	EC-2.3.1.179			PWY-8175	RXN-21685			
RXN-20305	CARBON-DIOXIDE	EC-2.3.1			PWY-8038	RXN-20305			
RXN-21654	CARBON-DIOXIDE	EC-2.3.1.179			PWY-8174	RXN-21654			
RXN-21659	CARBON-DIOXIDE	EC-2.3.1.179			PWY-8174	RXN-21659			
RXN-17222	CARBON-DIOXIDE	EC-2.3.1.292	<a href='https://www.metanetx.org/equa_info/~A'>MNXR120756</a>		PWY-7741	RXN-17222			
RXN66-618	CARBON-DIOXIDE	EC-2.3.1.85 // EC-2.3.1.86			PWY-5994	RXN66-618			
RXN-9516	CARBON-DIOXIDE	EC-2.3.1.179 // EC-2.3.1.41	<a href='https://www.metanetx.org/equa_info/~A'>MNXR109245</a>		PWY-7388 // PWY-5971 // PWY-8279 // PWY1A0-6120	RXN-9516			
RXN-9648	CARBON-DIOXIDE	EC-2.3.1.41	<a href='https://www.metanetx.org/equa_info/~A'>MNXR122922</a>		PWY66-430	RXN-9648			
RXN-21239	CARBON-DIOXIDE	EC-1.3.98.7			PWY-8122	RXN-21239			
RXN-17269	CARBON-DIOXIDE	EC-4.1.1.M4	<a href='https://www.metanetx.org/equa_info/~A'>MNXR120797</a>			RXN-17269			
RXN1G-32	CARBON-DIOXIDE	EC-2.3.1.294	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123538</a>		PWYG-321	RXN1G-32			
RXN1G-1015	CARBON-DIOXIDE	EC-2.3.1.294	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123456</a>		PWYG-321	RXN1G-1015			
RXN1G-424	CARBON-DIOXIDE	EC-2.3.1.294	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123570</a>		PWYG-321	RXN1G-424			
RXN1G-1212	CARBON-DIOXIDE	EC-2.3.1.294	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123468</a>		PWYG-321	RXN1G-1212			
RXN1G-660	CARBON-DIOXIDE	EC-2.3.1.294	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123605</a>		PWYG-321	RXN1G-660			
RXN1G-94	CARBON-DIOXIDE	EC-2.3.1.294	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123629</a>		PWYG-321	RXN1G-94			
RXN1G-883	CARBON-DIOXIDE	EC-2.3.1.294	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123624</a>		PWYG-321	RXN1G-883			
RXN1G-374	CARBON-DIOXIDE	EC-2.3.1.294	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123557</a>		PWYG-321	RXN1G-374			
RXN1G-582	CARBON-DIOXIDE	EC-2.3.1.294	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123597</a>		PWYG-321	RXN1G-582			
RXN1G-202	CARBON-DIOXIDE	EC-2.3.1.294	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123503</a>		PWYG-321	RXN1G-202			
RXN1G-79	CARBON-DIOXIDE	EC-2.3.1.294	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123612</a>		PWYG-321	RXN1G-79			
RXN1G-89	CARBON-DIOXIDE	EC-2.3.1.294	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123626</a>		PWYG-321	RXN1G-89			
RXN1G-334	CARBON-DIOXIDE	EC-2.3.1.294	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123543</a>		PWYG-321	RXN1G-334			
RXN1G-172	CARBON-DIOXIDE	EC-2.3.1.294	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123495</a>		PWYG-321	RXN1G-172			
RXN1G-557	CARBON-DIOXIDE	EC-2.3.1.294	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123594</a>		PWYG-321	RXN1G-557			
RXN1G-580	CARBON-DIOXIDE	EC-2.3.1.294	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123596</a>		PWYG-321	RXN1G-580			
RXN1G-818	CARBON-DIOXIDE	EC-2.3.1.294	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123618</a>		PWYG-321	RXN1G-818			
RXN-18558	CARBON-DIOXIDE	EC-4.1.1.114			PWY-7869	RXN-18558			
RXN1G-236	CARBON-DIOXIDE	EC-2.3.1.293	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123509</a>		PWYG-321	RXN1G-236			
RXN1G-324	CARBON-DIOXIDE	EC-2.3.1.293	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123541</a>		PWYG-321	RXN1G-324			
RXN1G-840	CARBON-DIOXIDE	EC-2.3.1.293	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123620</a>		PWYG-321	RXN1G-840			
RXN1G-1003	CARBON-DIOXIDE	EC-2.3.1.293	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123454</a>		PWYG-321	RXN1G-1003			
RXN1G-132	CARBON-DIOXIDE	EC-2.3.1.293	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123473</a>		PWYG-321	RXN1G-132			
RXN1G-138	CARBON-DIOXIDE	EC-2.3.1.293	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123476</a>		PWYG-321	RXN1G-138			
RXN1G-296	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123531</a>		PWYG-321	RXN1G-296			
RXN1G-98	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123632</a>		PWYG-321	RXN1G-98			
RENILLA-LUCIFERIN-2-MONOOXYGENASE-RXN	CARBON-DIOXIDE	EC-1.13.12.5	<a href='https://www.metanetx.org/equa_info/~A'>MNXR116246</a>			RENILLA-LUCIFERIN-2-MONOOXYGENASE-RXN			
RXN-18866	CARBON-DIOXIDE				RENILLA-LUCIFERIN-2-MONOOXYGENASE-RXN // PWY-7914	RXN-18866			
RXN66-630	CARBON-DIOXIDE	EC-2.3.1.85 // EC-2.3.1.86			PWY-5994	RXN66-630			
RXN-9531	CARBON-DIOXIDE	EC-2.3.1.179 // EC-2.3.1.41	<a href='https://www.metanetx.org/equa_info/~A'>MNXR109254</a>		PWY-8279 // PWY1A0-6120	RXN-9531			
RXN-9652	CARBON-DIOXIDE	EC-2.3.1.41	<a href='https://www.metanetx.org/equa_info/~A'>MNXR122925</a>		PWY66-430	RXN-9652			
RXN1G-499	CARBON-DIOXIDE	EC-2.3.1.86	<a href='https://www.metanetx.org/equa_info/~A'>MNXR123586</a>		PWYG-321	RXN1G-499			
RXN66-635	CARBON-DIOXIDE	EC-2.3.1.85 // EC-2.3.1.86			PWY-5994	RXN66-635			
RXN-9535	CARBON-DIOXIDE	EC-2.3.1.41 // EC-2.3.1.179	<a href='https://www.metanetx.org/equa_info/~A'>MNXR109082</a>		PWY-8279	RXN-9535			
RXN-9653	CARBON-DIOXIDE	EC-2.3.1.41	<a href='https://www.metanetx.org/equa_info/~A'>MNXR122926</a>		PWY66-430	RXN-9653			
RXN1A0-6094	CARBON-DIOXIDE				PWY1A0-6120	RXN1A0-6094			
RXN-16919	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR143975</a>		PWY-7694	RXN-16919			
FORMATE-DEHYDROGENASE-CYTOCHROME-RXN	CARBON-DIOXIDE	EC-1.2.2.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR115884</a>			FORMATE-DEHYDROGENASE-CYTOCHROME-RXN			
RXN-8000	CARBON-DIOXIDE	EC-1.14.20.5	<a href='https://www.metanetx.org/equa_info/~A'>MNXR111026</a>			RXN-8000			
RXN-11479	CARBON-DIOXIDE	EC-2.3.1.179 // EC-2.3.1.41	<a href='https://www.metanetx.org/equa_info/~A'>MNXR113492</a>		PWY-6519	RXN-11479			
RXN-13259	CARBON-DIOXIDE	EC-2.3.1	<a href='https://www.metanetx.org/equa_info/~A'>MNXR117980</a>			RXN-13259			
